brand,url_part,title,final Price,Original Price,product desc,material
AKS,kurtas/aks/aks-women-navy-georgette-a-line-kurta/2095550/buy,Women A-Line Kurta,809,1799,"Navy blue A-line kurta, has a round neck, three-quarter sleeves, flared hem",Georgette  Machine-wash
AKS,kurtas/aks/aks-women-cream-printed-straight-kurta/2094962/buy,Printed Straight Kurta,649,999,"Cream printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-yellow-printed-straight-kurta/2250069/buy,Printed Straight Kurta,649,1299,"Yellow printed straight kurta, has a mandarin collar with a split V-neckline, short sleeves, a straight hem, and side slits",ViscoseMachine-wash cold
AKS,kurtas/aks/aks-women-blue--off-white-printed-straight-kurta/1951406/buy,Printed Straight Kurta,649,1299,"Blue and off-white printed A-line kurta, has a mandarin collar with split V-neckline, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-olive-green--navy-blue-printed-anarkali-kurta/2262287/buy,Printed Anarkali Kurta,749,1499,"Olive green and navy blue printed Anarkali kurta, has a round neck, sleeveless, flared hem, no slits",CottonMachine-wash cold
AKS,kurtas/aks/aks-black--beige-printed-anarkali-kurta/2082279/buy,Anarkali Kurta,799,1599,"Black and beige printed Anarkali kurta, has a round neck, three-quarter sleeves",CottonHand-wash
AKS,kurtas/aks/aks-women-yellow-solid-anarkali-kurta/2095442/buy,A-Line Kurta,809,1799,"Yellow solid Anarkali kurta, has a v-neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow-printed-angrakha-style-straight-kurta/2167351/buy,Yoke Angrakha-Style Kurta,815,1599,"Mustard yellow printed straight kurta with woven design along the bodice, has a mandarin collar, three-quarter sleeves, Angrakha detail on the front, straight hem, side slits",Cotton and silk blendDry-clean
AKS,kurtas/aks/aks-women-navy-printed-tiered-anarkali-kurta/2167334/buy,Printed Anarkali Kurta,899,1799,"Navy and golden printed tiered Anarkali kurta, has a round neck, three-quarter bell sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-coral-pink--white-floral-print-a-line-kurta/2287440/buy,Floral Print A-Line Kurta,799,1599,"Coral pink and white floral print A-line kurta, has a round neck, three-quarter sleeves, flared hem",Polyester crepeMachine-wash
AKS,kurtas/aks/aks-women-green-solid-straight-kurta/2127693/buy,Solid Straight Kurta,599,799,"Green solid straight kurta, has a square neck, short sleeves, straight hem, side slits",Crepe  Machine-wash
AKS,kurtas/aks/aks-women-brown--mustard-yellow-printed-anarkali-kurta/2287434/buy,Printed Anarkali Kurta,849,1699,"Brown and mustard yellow Ajrak print Anarkali kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-pink-yoke-design-anarkali-kurta/2448902/buy,Yoke Design Anarkali Kurta,909,1299,"Pink solid anarkali kurta, has a round neck, short sleeves, flared hem, no slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-magenta-straight-kurta-with-printed-detail/2094959/buy,Kurta with Printed Detail,559,699,"Magenta straight kurta with printed detail, has a keyhole neck, short sleeves, straight hem",Rayon  Machine-wash
AKS,kurtas/aks/aks-women-yellow--green-striped-a-line-kurta/1945109/buy,Striped A-Line Kurta,815,1599,"Yellow and green striped A-line kurta, has a mandarin collar, sleeveless, asymmetric hem, no slits, button closures on the front",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black--mustard-yellow-printed-straight-kurta/2448861/buy,Printed Straight Kurta,659,1099,"Black and mustard yellow printed straight kurta, has a mandarin collar, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-red--beige-printed-a-line-kurta/2095532/buy,Printed A-Line Kurta,749,1499,"Red and beige printed A-line kurta, has a round neck, three-quarter sleeves, flared hem",Cotton Hand-wash
AKS,kurtas/aks/aks-women-yellow--pink-printed-a-line-kurta/2250056/buy,Printed A-Line Kurta,749,1499,"Yellow and pink printed A-line kurta, has a round neck, sleeveless, and an asymmetric hemline",100% rayonDry-clean
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2095531/buy,Printed A-Line Kurta,674,1499,"Blue and white printed A-line kurta, has a round neck, three-quarter sleeves, flared hem",Cotton Hand-wash
AKS,kurtas/aks/aks-women-mustard-yellow--maroon-printed-a-line-kurta/2250032/buy,Printed A-Line Kurta,815,1599,"Mustard yellow and maroon printed A-line kurta, has a round neck, three-quarter bell sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2448896/buy,Printed A-Line Kurta,909,1299,"Blue and white printed panelled A-line kurta, has a round neck, three-quarter sleeves, and a flared hem",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-navy--brown-printed-straight-kurta/1945089/buy,Printed Straight Kurta,599,799,"Navy and brown printed straight kurta, has a round neck, sleeveless, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black--yellow-printed-a-line-kurta/1945103/buy,Printed A-Line Kurta,649,1299,"Black, yellow and beige printed A-line kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-brown--peach-coloured-printed-a-line-kurta/2095044/buy,Printed A-Line Kurta,649,1299,"Brown and peach-coloured printed A-line kurta, has a round neck, three-quarter sleeves, flared hem, tie-up detail",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-red--blue-printed-anarkali-kurta/1945094/buy,Printed Anarkali Kurta,799,1599,"Red and blue printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-cream--green-printed-anarkali-kurta/2095454/buy,Printed Anarkali Kurta,815,1599,"Cream and green printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-blue-self-striped-straight-kurta/2024432/buy,Self-Striped Straight Kurta,604,1099,"Navy blue self-striped straight kurta, has a mandarin collar, button placket, sleeveless, curved hem, multiple slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-pink-printed-a-line-kurta/2095006/buy,Printed A-Line Kurta,699,999,"Pink printed A-line kurta, has a round neck, sleeveless, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-olive-green--red-printed-a-line-kurta/2024451/buy,Printed A-Line Kurta,749,1499,"Olive green and red printed A-line kurta, has a mandarin collar, three-quarter sleeves, flared hem",Cotton  Machine-wash cold
AKS,kurtas/aks/aks-women-mustard-yellow-yoke-design-straight-kurta/2262332/buy,Yoke Design Straight Kurta,649,1299,"Mustard yellow yoke design straight kurta, has a stylised mandarin collar, short sleeves, straight hem, side slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-mustard-yellow-fringed-straight-kurta/2111517/buy,Fringed Straight Kurta,649,1299,"Mustard yellow solid straight kurta with fringes, has a shirt collar, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-blue-straight-kurta/1951415/buy,Straight Kurta,629,899,"Navy solid straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Viscose rayon  Machine-wash
AKS,kurtas/aks/aks-red-printed-cold-shoulder-kurta/2082380/buy,Printed Cold Shoulder Kurta,604,1099,"Red printed kurta, has a round neck, three quarter cold shoulder sleeves, side slits",Cotton  Hand-wash
AKS,kurtas/aks/aks-women-beige-printed-anarkali-kurta/1945076/buy,Printed Anarkali Kurta,799,1599,"Beige printed Anarkali kurta, has a V-neck, short sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow-printed-anarkali-kurta/2024452/buy,Printed Anarkali Kurta,809,1799,"Mustard yellow printed Anarkali kurta, has a round neck, short sleeves, flared hem",Rayon Machine-wash
AKS,kurtas/aks/aks-women-green-floral-khari-print-anarkali-kurta/2382487/buy,Khari Print Anarkali Kurta,749,1499,"Green and golden floral khari print Anarkali kurta, has a round neck, short sleeves, flared hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-beige--red-printed-a-line-kurta/1629135/buy,Cotton A-Line Kurta,1359,1599,"Beige and red printed a-line kurta, has a mandarin collar, three-quarter sleeves, flared hem",Cotton  Hand-wash
AKS,kurtas/aks/aks-women-navy--cream-coloured-yoke-design-straight-kurta/2249969/buy,Yoke Design Straight Kurta,604,1099,"Navy and cream-coloured yoke design straight kurta, has a round neck, short sleeves, straight hem, side slits",CottonDry-clean
AKS,kurtas/aks/aks-women-red-solid-straight-kurta/2094957/buy,Straight Kurta,674,899,"Red solid straight kurta, has a shirt collar, a short mock button placket, three-quarter sleeves, multiple slits, and a straight hem",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-green-anarkali-kurta/2111417/buy,Anarkali Kurta,854,1899,"Green Anarkali kurta, has a round neck, short sleeves, flared hem",Viscose rayon  Dry-clean
AKS,kurtas/aks/aks-women-pink-printed-angrakha-style-straight-kurta/2167353/buy,Angrakha-Style Kurta,815,1599,"Pink printed straight kurta with woven design along the bodice, has a mandarin collar, three-quarter sleeves, Angrakha detail on the front, straight hem, side slits",Cotton and silk blendDry-clean
AKS,kurtas/aks/aks-women-black--beige-printed-anarkali-kurta/2095460/buy,Anarkali Kurta,815,1599,"Black and beige printed Anarkali kurta, has amandarin collar with a split V-neckline, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-blue--white-printed-anarkali-kurta/1951405/buy,Printed Anarkali Kurta,809,1799,"Navy blue and white printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-white--pink-printed-anarkali-kurta/2095000/buy,Anarkali Kurta,849,1699,"White and pink printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--blue-printed-a-line-kurta-with-ethnic-jacket/2250062/buy,Printed A-Line Kurta,749,1499,"Mustard yellow and blue printed A-line kurta, has a round neck, three-quarter sleeves, flared hem, no slitsComes with a blue ethnic jacket",Cotton Machine-wash
AKS,kurtas/aks/aks-women-beige--navy-printed-layered-a-line-kurta/2094981/buy,Layered A-Line Kurta,799,1599,"Beige and navy printed layered A-line kurta, has a mandarin collar, three-quarter sleeves, and an asymmetric hem",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2127712/buy,Printed A-Line Kurta,749,1499,"Blue and white printed A-line kurta, has a V-neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--white-printed-anarkali-kurta/2463741/buy,Printed Anarkali Kurta,1999,2499,"Blue and white printed Anarkali kurta, has a mandarin collar, short sleeves, button placket, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-green-printed-anarkali-kurta/2167382/buy,Printed Anarkali Kurta,815,1599,"Green printed Anarkali kurta, has a round neck, sleeveless, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy--off-white-printed-straight-kurta/2463744/buy,Printed Straight Kurta,824,1099,"Navy and off-white printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black--white-printed-anarkali-kurta/2448901/buy,Printed Anarkali Kurta,764,1499,"Black and white printed Anarkali kurta, has a stylised mandarin collar, three-quarter sleeves, curved flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-black-woven-design-a-line-kurta/2262301/buy,Woven Design A-Line Kurta,799,1599,"Black woven design A-line kurta, has a stylised mandarin collar with a split V-neckline, three-quarter sleeves, high-low hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-pink--yellow-printed-anarkali-kurta/2111391/buy,Printed Anarkali Kurta,809,1799,"Pink and yellow printed Anarkali kurta, has a round neck, three-quarter sleeves, flared pleated hem, no slits",Cotton  Machine-wash cold
AKS,kurtas/aks/aks-women-red--black-printed-layered-straight-kurta/2262292/buy,Printed Layered Straight Kurta,899,1999,"Black and orange printed straight kurta, has a round neck, sleeveless, straight hem, side slitsComes with a red sheer layer that has a round neck, short sleeves and a pocket",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-red--off-white-printed-anarkali-kurta/2024444/buy,Printed Anarkali Kurta,749,1499,"Red and off-white printed Anarkali kurta, has a round neck, three-quarter sleeves, and a flared hem",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-multicoloured-woven-design-a-line-kurta/2249977/buy,Woven Design A-Line Kurta,749,1499,"Multicoloured woven design A-line kurta with Kantha-work, has a round neck, short sleeves, and a curved hem",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-coffee-brown--off-white-printed-a-line-kurta/2250050/buy,Printed A-Line Kurta,809,1799,"Coffee brown and off-white printed A-line kurta, has a mandarin collar, a short mock button placket with a concealed hook-and-eye closure, short sleeves, and a flared hem",ViscoseDry-clean
AKS,kurtas/aks/aks-women-maroon-solid-a-line-kurta/2167350/buy,Solid A-Line Kurta,749,1499,"Maroon solid A-line kurta, has a mandarin collar, three-quarter sleeves, 2 pockets, flared hem",Matka SilkMachine-wash
AKS,kurtas/aks/aks-women-mustard-yellow-printed-straight-kurta/2287435/buy,Printed Straight Kurta,649,1299,"Mustard yellow printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-green-embroidered-straight-kurta/2167400/buy,Embroidered Straight Kurta,749,1499,"Green embroidered straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton and silk blendMachine-wash
AKS,kurtas/aks/aks-women-blue--green-printed-a-line-kurta/2111380/buy,Printed A-Line Kurta,749,1499,"Blue and green printed A-line kurta, has a mandarin collar with a split V-neckline, three-quarter sleeves, a full button placket, a straight hem, and multiple slits",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-navy-blue--white-printed-straight-kurta/2463734/buy,Printed Straight Kurta,824,1099,"Navy and white printed straight kurta, has a round neck with cut-out detail, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-grey-solid-straight-kurta/2262328/buy,Solid Straight Kurta,599,1199,"Grey solid straight kurta, has a round neck with tie-up detail, three-quarter bell sleeves, straight hem, side slits",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--orange-printed-a-line-kurta/2448849/buy,Printed A-Line Kurta,659,1099,"Mustard yellow and orange printed A-line kurta, has a Peter Pan collar, short sleeves, 2 pocket, flared hem",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-black-floral-print-a-line-kurta/2111423/buy,Floral Print A-Line Kurta,989,2199,"Black printed A-line kurta, has a mandarin collar, three-quarter sleeves, asymmetric hem, no slitsComes with an inner",Georgette  Dry-clean
AKS,kurtas/aks/aks-women-white-solid-a-line-kurta/1951411/buy,Solid A-Line Kurta,649,1299,"White solid A-line kurta, has a round neck, three-quarter sleeves, flared hem",Viscose rayon Machine-wash
AKS,kurtas/aks/aks-women-navy-blue-solid-straight-kurta/2448944/buy,Solid Straight Kurta,659,1099,"Navy Blue solid straight kurta with embroidered detail, has a round neck, short sleeves, straight hem, side slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-black--off-white-printed-anarkali-kurta/2493398/buy,Printed Anarkali Kurta,1049,1499,"Black and off-white printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-peach-coloured-solid-straight-kurta/2250075/buy,Solid Straight Kurta,599,1199,"Peach-Coloured solid straight kurta with lace-up detail, has a round neck, three-quarter bell sleeves, straight hem, side slits",Viscose Rayon  Machine-wash
AKS,kurtas/aks/aks-women-green-solid-anarkali-kurta/2250043/buy,Solid Anarkali Kurta,749,1499,"Green solid Anarkali kurta, has a mandarin collar, short sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-blue--orange-printed-anarkali-kurta/2095091/buy,Anarkali Kurta,749,1499,"Blue and orange printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Machine-wash
AKS,kurtas/aks/aks-women-beige--red-printed-a-line-kurta/2111370/buy,Printed A-Line Kurta,749,1499,"Beige, red and black printed A-line kurta, has a stylised mandarin collar, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-beige-printed-anarkali-kurta/2095491/buy,Printed Anarkali Kurta,815,1599,"Beige printed Anarkali kurta, has a keyhole neck, three quarter sleeves, flared hem",CottonMachine-wash
AKS,kurtas/aks/aks-women-off-white--grey-striped-a-line-kurta/2167360/buy,Striped A-Line Kurta,649,1299,"Off-white and grey striped A-line kurta, has a stylised mandarin collar, short sleeves, curved hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--white-woven-design-a-line-kurta/2448900/buy,Woven Design A-Line Kurta,1019,1699,"Blue and white woven design A-line kurta, has a mandarin collar, three-quarter sleeves, flared hem, multiple slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-brown-linen-straight-kurta/2095476/buy,Straight Kurta,629,899,"Brown solid straight kurta, has a shirt collar, three-quarter sleeves, straight hem, side slits",Linen  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--black-printed-straight-kurta/2287438/buy,Printed Straight Kurta,519,1299,"Mustard yellow and black printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black-printed-anarkali-kurta/2095493/buy,Printed Anarkali Kurta,809,1799,"Black printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Hand-wash
AKS,kurtas/aks/aks-women-pink--green-printed-layered-a-line-kurta/2095512/buy,Printed Layered A-Line Kurta,599,999,"Pink and green printed A-line kurta with layered detail, has a round neck, short sleeves, asymmetrical hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-orange-printed-anarkali-kurta/2167331/buy,Printed Anarkali Kurta,899,1799,"Orange printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",CottonMachine-wash
AKS,kurtas/aks/aks-women-yellow-patterned-anarkali-kurta/2382478/buy,Patterned Anarkali Kurta,999,1999,"Yellow patterned Anarkali kurta with a tie-up detail, has a round neck, three-quarter sleeves, flared hem, no slits",Chanderi Silk  Machine-wash
AKS,kurtas/aks/aks-women-red-printed-anarkali-kurta/2095093/buy,Anarkali Kurta,749,1499,"Red printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem, front slit",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-white--grey-printed-a-line-kurta/2448935/buy,Printed A-Line Kurta,909,1299,"White and grey printed A-line kurta, has a round neck, a short mock placket with bauble bead detail, short sleeves, and a flared hem",CottonMachine-wash cold
AKS,kurtas/aks/aks-white--navy-printed-anarkali-kurta/2082343/buy,Printed Anarkali Kurta,604,1099,"White and navy printed Anarkali kurta, has a mandarin collar, sleeveless, straight hem",Cotton  Hand-wash
AKS,kurtas/aks/aks-women-peach-coloured-straight-kurta-with-embroidered-jacket/2111527/buy,Solid Straight Kurta,1524,2499,"Peach-coloured solid straight kurta, has a round neck, sleeveless, straight hem, side slitsComes with an embroidered ethnic jacket",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-yellow--pink-printed-anarkali-kurta/2111384/buy,Printed Anarkali Kurta,719,1599,"Yellow and pink printed Anarkali kurta, has a round neck, three-quarter bell sleeves, and a flared hem",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-white--navy-printed-straight-kurta/2082344/buy,Printed Straight Kurta,699,999,"White and navy blue printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-blue-solid-straight-kurta/1945061/buy,Solid Straight Kurta,604,1099,"Navy blue solid straight kurta with embroidered detail, has a round neck, short sleeves, straight hem, 1 pocket, side slits",Viscose  Hand-wash
AKS,kurtas/aks/aks-women-black--maroon-printed-anarkali-kurta/2287436/buy,Printed Anarkali Kurta,849,1699,"Black, maroon and beige printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-grey--pink-printed-straight-kurta/1945055/buy,Printed Straight Kurta,604,1099,"Grey and pink printed straight kurta, has a round neck, three-quarter sleeves with pleated hems, pleated straight hem, button closure and keyhole on the back, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--off-white-printed-a-line-kurta/2249994/buy,Printed A-Line Kurta,604,1099,"Blue and off-white printed A-line kurta, has a shirt collar, short sleeves, straight hem, and a front slit",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-pink--green-printed-anarkali-kurta/1951420/buy,Printed Anarkali Kurta,849,1699,"Pink and green printed Anarkali kurta, has a stylised mandarin collar, short sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-maroon-solid-straight-kurta/1951410/buy,Solid Straight Kurta,599,999,"Maroon solid straight kurta, has a mandarin collar, three-quarter sleeves, a patch pocket, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-pink--green-yoke-design-anarkali-kurta/2082396/buy,Yoke Design Anarkali Kurta,815,1599,"Pink and green yoke design anarkali kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard--rust-printed-anarkali-kurta/1975472/buy,Printed Anarkali Kurta,809,1799,"Mustard yellow and rust red printed Anarkali kurta, has a round neck, short sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-beige-yoke-design-a-line-kurta/2262304/buy,Yoke Design A-Line Kurta,649,1299,"Beige yoke design A-line kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-navy-floral-print-anarkali-kurta/2082413/buy,Printed Anarkali Kurta,764,1699,"Navy blue floral print Anarkali kurta, has a round neck, three-quarter sleeve, flared hem",Rayon Machine-wash
AKS,kurtas/aks/aks-women-navy--off-white-printed-a-line-kurta/2095462/buy,Printed A-Line Kurta,815,1599,"Navy printed A-line kurta, has a V-neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black-solid-a-line-kurta/2082308/buy,Solid A-Line Kurta,519,1299,"Black solid A-line kurta, has a round neck, three-quarter sleeves, printed yoke, high-low hem",Rayon  Hand-wash
AKS,kurtas/aks/aks-women-beige--red-printed-a-line-kurta/2095027/buy,A-Line Kurta,849,1699,"Beige and red printed A-line kurta, has a mandarin collar, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-coral-pink-printed-detail-anarkali-kurta/2167346/buy,Printed Anarkali Kurta,815,1599,"Coral pink printed Anarkali kurta in a woven pattern, has a V-neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-printed-layered-straight-kurta/2167336/buy,Printed Layered Straight Kurta,799,1599,"Navy solid straight kurta, has a round neck, three-quarter sleeves, straight hem, side slitsComes with a navy and golden printed layer that has a stylised mandarin collar, a tie-up detail and is sleeveless",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-red--black-yoke-design-anarkali-kurta/2082425/buy,Yoke Design Anarkali Kurta,649,1299,"Red and black yoke design anarkali kurta, has a mandarin collar, short sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-black--red-printed-anarkali-kurta/2127703/buy,Printed Anarkali Kurta,815,1599,"Black and red printed anarkali kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-cream-coloured--green-printed-a-line-kurta/2262303/buy,Printed A-Line Kurta,719,1799,"Cream-coloured and green printed A-line kurta, has a round neck, bauble beads on the front, three-quarter sleeves, a curved hem, and a front slit",CottonMachine-wash warm
AKS,kurtas/aks/aks-women-black-solid-straight-kurta/2095549/buy,Women Solid Straight Kurta,599,799,"Black solid straight kurta, has a shirt collar, full button placket, long sleeves, slit on the front and sides",Polyester crepeMachine-wash
AKS,kurtas/aks/aks-pink-printed-kurta/2082379/buy,Printed Kurta,604,1099,"Pink printed kurta, has a round neck, three quarter sleeves, side slits",Cotton  Hand-wash
AKS,kurtas/aks/aks-women-multicoloured-printed-cold-shoulder-straight-kurta/2095057/buy,Cold-Shoulder Straight Kurta,699,999,"White printed straight kurta, has a round neck, three-quarter sleeves, straight hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue-tie-dye-anarkali-kurta/2095418/buy,Tie-Dye Anarkali Kurta,899,1799,"Blue tie-dye Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue-printed-anarkali-kurta/2095570/buy,Printed Anarkali Kurta,849,1699,"Blue printed Anarkali kurta, has a round neck, sleeveless, high-low hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy--white-printed-tiered-anarkali-kurta/1951417/buy,Printed Tiered Anarkali Kurta,809,1799,"Navy and white printed tiered anarkali kurta, has a mandarin collar, three-quarter sleeves, flared hem",100% cottonMachine-wash cold
AKS,kurtas/aks/aks-women-blue-printed-anarkali-kurta/2082311/buy,Printed Anarkali Kurta,799,1599,"Blue printed Anarkali kurta, has a notched mandarin collar, three-quarter sleeves, flared hem",Cotton blend Hand-wash
AKS,kurtas/aks/aks-women-blue--white-printed-angrakha-anarkali-kurta/2095505/buy,Printed Angrakha Kurta,809,1799,"Blue and white printed Angrakha Anarkali kurta, has a V-neck with button-and-loop closure, three-quarter sleeves, slit on the front, flared hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-white--black-printed-crepe-straight-layered-kurta/2082417/buy,Women Printed Layered Kurta,749,1499,"White and black printed straight layered kurta, has a round neck, sleeveless, side slits",Crepe Machine-wash
AKS,kurtas/aks/aks-women-navy-solid-a-line-kurta/2095105/buy,A-Line Kurta,439,1099,"Navy blue solid A-line kurta, has a round neck, three-quarter sleeves, flared hem, a high front slit",Rayon Machine-wash
AKS,kurtas/aks/aks-women-cream-coloured-printed-detail-a-line-kurta/2095074/buy,Printed Detail A-Line Kurta,749,1499,"Cream-coloured A-line kurta with printed detail, has a mandarin collar, full button placket, three-quarter sleeves, flared hem, front slit",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy--yellow-printed-straight-kurta/2095009/buy,Straight Kurta,649,999,"Navy blue and yellow printed straight kurta, has a round neck, sleeveless, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-magenta-solid-straight-kurta/2250068/buy,Solid Straight Kurta,599,999,"Magenta solid straight kurta, has a V-neck, sleeveless, a straight hem, and high side slits with lace-up and tie-up detail",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-black-straight-kurta-with-printed-detail/2094965/buy,Kurta with Printed Detail,649,1299,"Black straight kurta with printed detail, has a mandarin collar, three-quarter sleeves, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-burgundy-solid-off-shoulder-straight-kurta/2095555/buy,Straight Kurta,559,799,"Burgundy solid straight kurta, has off-shoulder styling, three-quarter sleeves with tie-up detail, straight hem, side slits",Crepe  Machine-wash
AKS,kurtas/aks/aks-women-navy-printed-anarkali-kurta/2095414/buy,Printed Anarkali Kurta,714,1299,"Navy blue printed Anarkali kurta, has a V-neck, sleeveless, flared hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-orange--grey-printed-layered-anarkali-kurta/2095522/buy,Printed Anarkali Kurta,1209,2199,"Orange and grey printed layered Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
